CreditScore,Geography,Gender,Age,Balance,HasCrCard,EstimatedSalary,Exited
850,France,Male,63,169832.57,0,184107.26,1
597,Spain,Male,35,0.0,0,73181.39,1
646,Spain,Male,25,182876.88,1,42537.59,1
672,France,Female,53,169406.33,1,147311.47,1
431,Germany,Female,44,138843.7,1,37688.31,1
693,France,Female,38,0.0,0,78133.48,1
615,France,Female,61,104267.7,1,62845.64,1
608,Spain,Male,45,0.0,0,36697.48,1
681,France,Male,43,66338.68,1,18772.5,1
598,France,Female,64,0.0,0,13181.37,1
834,France,Male,36,142882.49,1,89983.02,1
824,France,Male,26,146266.0,1,21903.62,1
709,France,Female,43,0.0,0,168035.62,1
684,Germany,Male,37,126817.13,1,29995.83,1
682,Germany,Female,38,116520.28,1,49833.5,1
492,France,Female,48,127253.98,1,92144.09,1
589,France,Female,59,0.0,1,126160.24,1
469,Germany,Female,52,139493.25,0,150093.32,1
564,Germany,Female,44,111760.4,1,104722.47,1
647,France,Male,41,138937.35,1,101617.64,1
497,Germany,Female,32,111537.23,1,9497.99,1
480,Spain,Male,47,75408.33,1,25887.89,1
713,France,Female,32,117094.02,0,149558.83,1
846,France,Female,41,0.0,1,3440.47,1
772,Germany,Male,42,75075.31,1,92888.52,1
512,France,Female,41,145150.28,1,64869.32,1
623,Germany,Male,50,126608.37,0,645.61,1
711,Spain,Male,42,177626.77,0,16392.72,1
608,France,Female,62,144976.5,0,175836.03,1
629,France,Female,37,99546.25,0,25136.95,1
725,Germany,Male,45,116917.07,0,173464.43,1
605,France,Female,51,136188.78,1,67110.59,1
771,France,Male,50,105229.72,1,16281.68,1
739,France,Female,37,0.0,1,191557.1,1
627,France,Female,44,0.0,1,82969.61,1
584,France,Female,66,0.0,1,49553.38,1
619,France,Female,55,0.0,0,60810.64,1
642,Germany,Male,49,120688.61,1,24770.22,1
686,Germany,Female,38,93569.86,0,10137.34,1
664,Spain,Male,44,77526.66,0,57338.56,1
587,Germany,Male,46,107850.82,1,139431.0,1
809,Germany,Female,42,64497.94,0,182436.81,1
537,France,Male,59,0.0,0,103799.77,1
592,Spain,Male,38,0.0,1,12905.89,1
635,France,Male,33,0.0,0,178067.33,1
579,Spain,Male,43,145843.82,1,198402.37,1
651,Germany,Male,35,110067.71,1,127678.95,1
756,Spain,Male,38,119208.85,1,169763.89,1
777,France,Female,30,137851.31,1,5008.23,1
645,France,Female,36,0.0,1,12096.61,1
577,Germany,Female,44,152086.15,0,44719.5,1
716,France,Female,44,109528.28,1,27341.63,1
500,France,Male,56,100374.58,1,118490.8,1
727,Germany,Male,37,101191.83,1,34551.35,1
757,France,Male,57,89079.41,1,53179.21,1
638,France,Male,57,0.0,1,33676.48,1
647,Germany,Male,44,93960.35,1,36579.53,1
570,France,Female,30,176173.52,1,97045.32,1
683,Germany,Female,57,162448.69,0,9221.78,1
650,Germany,Female,28,122034.4,0,146663.43,1
715,France,Female,41,56214.85,0,92982.61,1
746,France,Male,58,0.0,1,80344.96,1
720,Germany,Female,29,106230.92,1,69903.93,1
601,France,Male,46,99786.07,1,32683.88,1
552,Germany,Male,33,144962.74,1,58844.84,1
554,France,Female,35,117707.18,0,95277.15,1
574,Spain,Male,36,77967.5,1,167066.95,1
544,Germany,Male,44,108895.93,0,69228.2,1
661,Germany,Female,64,128751.65,1,189398.18,1
606,Germany,Male,65,126306.64,0,7861.68,1
593,Germany,Female,62,118233.81,0,24765.53,1
542,France,Male,38,65942.26,1,68093.23,1
638,France,Male,36,188455.19,0,47031.4,1
625,Germany,Female,49,128504.76,1,126812.63,1
534,France,Female,42,144801.97,0,12483.39,1
545,Spain,Female,39,0.0,0,38410.74,1
713,Spain,Female,48,163760.82,0,157381.14,1
653,France,Male,47,0.0,1,50695.93,1
772,Germany,Female,48,108736.52,1,184564.67,1
677,France,Female,56,119963.45,0,158325.87,1
583,France,Male,48,91246.53,1,60017.46,1
667,France,Female,38,144432.04,1,73963.17,1
559,France,Male,49,147069.78,1,120540.83,1
436,Germany,Male,45,104339.11,1,183540.22,1
850,Spain,Male,51,109799.55,1,12457.76,1
812,Spain,Female,49,66079.45,0,91556.57,1
691,France,Male,52,0.0,1,175843.68,1
453,Spain,Female,42,0.0,1,83008.49,1
794,France,Female,41,176845.41,1,166526.26,1
532,France,Male,43,0.0,0,190573.91,1
613,Germany,Female,51,147262.11,1,53630.9,1
676,France,Female,49,0.0,1,79342.31,1
618,France,Male,56,0.0,1,142400.27,1
770,France,Female,70,110738.89,1,22666.77,1
771,France,Female,41,108309.0,1,137510.41,1
624,France,Female,71,170252.05,1,73679.59,1
524,Spain,Male,29,159035.45,1,2705.31,1
635,France,Female,58,0.0,1,58907.08,1
538,France,Female,38,88758.95,0,28226.15,1
407,Spain,Male,37,0.0,1,49161.12,1
575,Germany,Male,47,107915.94,1,63452.18,1
670,France,Female,45,104930.38,1,155921.81,1
764,Spain,Female,48,75990.97,1,158323.81,1
717,France,Male,36,148061.89,1,179128.69,1
807,Spain,Female,28,165969.26,1,156122.13,1
502,Germany,Female,42,132002.7,0,28204.98,1
563,Germany,Male,41,100520.92,1,19412.8,1
811,France,Male,46,180226.24,1,13464.64,1
760,Germany,Female,49,91502.99,1,117232.9,1
504,Germany,Female,44,131873.07,1,158036.72,1
624,Germany,Male,54,116726.22,1,110498.1,1
611,France,Male,58,0.0,0,107665.68,1
498,France,Male,46,91857.66,1,101954.78,1
459,Germany,Male,48,133994.52,1,19287.06,1
753,Germany,Female,46,111512.75,1,159576.75,1
698,Germany,Female,64,169362.43,1,84760.32,1
832,France,Male,61,0.0,0,127804.66,1
653,Germany,Female,37,125734.2,1,134625.09,1
515,Germany,Male,37,90432.92,1,188366.04,1
627,Germany,Male,24,102773.2,1,56793.02,1
850,France,Female,55,98488.08,1,155879.57,1
736,Germany,Male,57,95295.39,1,28434.44,1
705,Germany,Female,43,146547.78,0,10072.55,1
430,Germany,Female,66,135392.31,1,172852.06,1
586,France,Female,43,132558.26,1,67046.83,1
729,Germany,Male,39,127415.85,1,184977.2,1
630,Germany,Female,51,108449.23,0,88372.69,1
793,Germany,Male,54,128966.13,0,18633.4,1
658,France,Male,42,102870.93,0,103764.55,1
663,Germany,Male,32,130627.66,1,47161.25,1
511,Germany,Female,40,124401.6,1,198814.24,1
695,Spain,Male,56,0.0,1,187734.49,1
651,Spain,Female,46,89743.05,1,156425.57,1
564,Germany,Female,62,114931.35,0,18260.98,1
629,France,Female,31,0.0,1,16447.6,1
625,France,Female,58,53772.73,1,192072.1,1
626,Germany,Male,39,132287.92,1,51467.92,1
694,Germany,Female,58,143212.22,0,102628.56,1
524,Germany,Female,31,107818.63,1,199725.39,1
773,Spain,Female,41,0.0,1,28266.9,1
556,France,Female,51,61354.14,1,198810.65,1
655,Germany,Female,46,137145.12,1,115146.4,1
769,Germany,Male,34,115101.5,0,57841.89,1
683,Spain,Male,40,95053.1,1,116816.54,1
638,France,Female,43,145860.98,1,142763.51,1
691,France,Male,41,0.0,1,56850.92,1
698,Germany,Female,52,107906.75,1,168886.39,1
534,France,Male,52,0.0,1,104035.41,1
536,France,Female,35,0.0,1,171840.24,1
627,Germany,Female,35,137852.96,1,172269.21,1
695,Spain,Male,63,146202.93,1,126688.83,1
535,Germany,Male,48,134542.73,1,58203.67,1
819,France,Female,39,133102.92,1,27046.46,1
408,France,Female,84,87873.39,0,188484.52,1
680,Germany,Male,30,108300.27,0,44384.57,1
548,Germany,Male,49,108437.89,0,127022.87,1
658,Germany,Female,31,133003.03,0,146339.27,1
545,France,Female,55,0.0,0,10034.77,1
716,Germany,Male,50,119655.77,1,12944.17,1
735,France,Female,53,123845.36,0,170454.93,1
740,France,Male,44,0.0,0,96528.0,1
678,France,Female,60,117738.81,1,147489.76,1
721,Germany,Male,28,154475.54,0,101300.94,1
667,Spain,Female,23,136100.69,0,169669.33,1
613,Germany,Female,43,120481.69,0,94875.03,1
551,Spain,Male,27,113873.22,1,85129.77,1
628,Germany,Female,61,97361.66,1,149922.38,1
586,France,Female,60,47020.65,0,63241.21,1
434,Germany,Male,55,109339.17,1,96405.88,1
535,Spain,Female,30,122924.75,0,62390.59,1
538,Spain,Male,68,0.0,1,110440.5,1
813,Germany,Female,29,106059.4,0,187976.88,1
581,Germany,Male,38,133105.47,1,105732.9,1
527,France,Male,47,0.0,1,21312.16,1
697,France,Female,45,0.0,1,46807.62,1
626,France,Female,44,0.0,0,173117.22,1
423,France,Female,36,97665.61,1,118372.55,1
589,France,Male,37,85146.48,1,86490.09,1
577,Spain,Male,43,79757.21,1,135650.72,1
573,Germany,Female,47,152522.47,0,164038.07,1
707,Germany,Female,51,98438.23,0,70778.63,1
755,France,Male,41,104817.41,1,126013.58,1
588,Germany,Female,30,110148.49,1,5790.9,1
618,France,Female,46,150213.71,1,120668.46,1
703,France,Male,56,0.0,0,85547.33,1
523,Germany,Male,41,119276.31,0,122284.38,1
850,Spain,Female,45,174088.3,1,5669.31,1
850,Germany,Male,43,108508.82,1,184044.8,1
601,France,Female,40,92055.36,0,164652.02,1
618,Germany,Female,40,140306.38,1,160618.61,1
738,Germany,Male,58,133745.44,1,28373.86,1
766,Germany,Male,47,129289.98,1,169935.46,1
664,France,Male,46,0.0,1,177423.02,1
817,Germany,Female,46,89087.89,0,87941.85,1
779,France,Male,71,0.0,1,146895.36,1
839,France,Female,51,0.0,1,69101.23,1
680,Germany,Male,34,146422.22,1,67142.97,1
770,Germany,Male,45,110765.68,1,26163.74,1
546,France,Female,52,0.0,1,137332.37,1
788,Germany,Female,49,137455.99,1,184178.29,1
687,France,Female,35,99587.43,1,1713.1,1
713,Spain,Female,47,0.0,1,107825.08,1
665,Germany,Female,37,111911.63,1,110359.68,1
675,France,Female,38,104016.88,0,22068.83,1
466,France,Male,40,91592.06,1,141210.18,1
636,Spain,Male,52,111284.53,0,32936.44,1
802,France,Female,39,120145.96,0,59497.01,1
513,France,Male,44,63562.02,0,52629.73,1
565,Germany,Male,52,97720.35,1,175070.94,1
762,Germany,Female,34,98592.88,0,191790.29,1
530,France,Male,52,106723.28,0,109960.4,1
681,Germany,Male,49,142946.18,0,187280.51,1
604,France,Female,47,62094.71,0,9308.1,1
479,Germany,Male,51,107714.74,1,86128.21,1
676,Germany,Female,48,124442.38,1,15068.53,1
672,Germany,Male,40,102980.44,1,1285.81,1
505,Spain,Female,45,131355.3,1,195395.33,1
525,Spain,Female,47,118560.0,1,82522.61,1
547,Germany,Male,49,121537.71,1,46521.45,1
625,Germany,Female,55,118772.71,0,135853.62,1
468,France,Female,56,0.0,0,62256.87,1
435,France,Male,54,0.0,1,156910.46,1
607,Germany,Female,39,105103.33,1,104721.5,1
723,Germany,Male,52,131694.97,0,92873.5,1
584,Germany,Female,46,87361.02,1,120376.87,1
780,Germany,Male,51,126725.25,1,195259.31,1
499,Spain,Female,53,75225.53,0,144849.1,1
668,France,Female,53,110240.04,0,183980.56,1
521,Germany,Male,52,116497.31,0,53793.1,1
750,Spain,Male,22,121681.82,1,128643.35,1
750,Germany,Male,40,168286.81,1,20451.99,1
644,Germany,Female,32,141528.88,1,167087.34,1
646,France,Female,42,175159.9,0,67124.48,1
728,France,Male,37,122689.51,0,106977.53,1
689,Spain,Female,28,95328.6,1,6129.61,1
637,Germany,Female,55,123378.2,1,81431.99,1
608,France,Female,33,0.0,1,79304.38,1
405,France,Male,39,0.0,1,160810.85,1
706,Spain,Female,53,0.0,0,88479.02,1
768,Germany,Male,37,108308.11,1,41788.25,1
711,France,Female,38,129022.06,1,14374.86,1
710,France,Male,43,128284.45,1,32996.89,1
762,Spain,Female,35,119349.69,1,47114.18,1
823,Spain,Female,46,81576.75,1,28370.95,1
632,Germany,Female,50,107959.39,1,6985.34,1
736,France,Female,42,117280.23,0,41921.06,1
764,Germany,Female,39,138341.51,1,50072.94,1
638,Spain,Female,55,155828.22,0,108987.25,1
792,Spain,Male,47,0.0,1,5557.88,1
686,Spain,Male,45,74274.87,1,64907.48,1
668,Spain,Female,36,133686.52,1,190958.48,1
850,Germany,Male,36,119984.07,1,191535.11,1
704,France,Male,32,127785.17,0,184464.7,1
461,France,Male,51,119889.84,0,56767.67,1
610,Spain,Male,42,0.0,1,158302.59,1
528,Spain,Male,43,97473.87,1,159823.16,0
645,France,Female,38,59568.57,1,167723.25,0
580,Spain,Male,29,61710.44,1,128077.8,0
638,Germany,Female,26,105249.76,1,23491.09,0
778,France,Male,34,139064.06,0,67949.32,0
564,France,Female,27,0.0,0,7819.76,0
585,France,Female,34,0.0,1,75503.6,0
658,France,Male,29,145512.84,1,20207.02,0
508,France,Female,43,0.0,1,103726.71,0
610,France,Male,37,0.0,1,114514.64,0
603,Spain,Female,42,0.0,1,90437.87,0
702,France,Female,46,98444.19,0,109563.28,0
512,France,Female,36,84327.77,1,17675.36,0
524,France,Male,28,93577.3,1,51670.82,0
749,France,Male,30,0.0,0,126551.65,0
686,France,Female,43,0.0,1,170072.9,0
570,France,Female,18,82767.42,1,71811.9,0
585,France,Male,40,0.0,0,146156.98,0
757,France,Male,47,130747.1,1,143829.54,0
666,Germany,Male,33,124125.26,1,81884.8,0
618,Spain,Female,40,0.0,1,80204.38,0
786,France,Male,32,0.0,1,133112.41,0
509,Spain,Male,41,126683.8,0,114775.53,0
693,France,Male,21,0.0,1,3494.02,0
681,Spain,Male,30,111093.01,1,68985.99,0
689,Spain,Male,40,0.0,1,164768.82,0
649,France,Male,47,0.0,1,145593.85,0
604,Germany,Male,36,113546.3,1,134875.37,0
648,Spain,Male,36,146943.38,1,130041.45,0
621,France,Male,31,136658.61,1,148689.13,0
524,France,Female,28,0.0,0,147100.72,0
705,France,Male,34,117715.84,1,2498.67,0
811,France,Female,47,123365.34,0,171995.34,0
706,Spain,Male,20,0.0,1,12368.11,0
536,Germany,Female,35,121520.36,0,77178.42,0
709,France,Male,32,147307.91,0,40861.55,0
712,Spain,Male,53,111061.01,0,26542.17,0
706,France,Male,30,98415.37,1,110520.48,0
773,Germany,Male,43,81844.91,1,35908.46,0
611,France,Female,37,0.0,1,110782.88,0
738,Germany,Female,40,115409.18,0,180456.8,0
613,France,Female,40,95624.36,1,60706.33,0
633,France,Male,35,0.0,1,36249.76,0
632,France,Male,42,126115.6,1,100998.5,0
602,France,Female,25,0.0,1,101274.17,0
677,France,Male,58,0.0,0,168650.4,0
634,Germany,Male,74,108891.7,1,10078.02,0
620,Germany,Male,40,108197.11,1,49722.34,0
544,France,Male,64,113829.45,1,124341.49,0
711,France,Female,28,0.0,0,105159.89,0
678,France,Male,43,102338.19,1,79649.62,0
679,France,Male,36,97234.58,1,188997.08,0
618,Germany,Female,40,133245.52,1,54495.82,0
698,France,Female,46,0.0,1,125962.02,0
645,France,Female,38,101430.3,0,4400.32,0
537,France,Male,28,157842.07,1,86911.49,0
746,Germany,Male,34,141806.0,1,183494.87,0
736,France,Male,43,176134.54,1,52856.88,0
646,France,Female,73,97259.25,0,104719.66,0
644,France,Female,39,0.0,1,3740.93,0
690,France,Male,39,0.0,1,160532.88,0
557,France,Female,46,96173.17,1,116378.31,0
631,Germany,Female,29,96863.52,1,31613.35,0
730,Spain,Male,38,118866.36,1,163317.5,0
808,France,Male,32,0.0,1,46200.71,0
789,France,Female,32,69423.52,1,107499.39,0
626,Spain,Male,62,0.0,1,65010.74,0
637,Germany,Male,30,122641.56,1,65618.01,0
725,France,Male,39,160652.45,1,57643.55,0
731,France,Female,36,0.0,0,152128.36,0
515,France,Female,66,0.0,1,160663.11,0
806,Germany,Male,36,167983.17,1,106714.28,0
715,Spain,Female,35,40169.88,1,199857.47,0
663,France,Male,40,156218.19,0,33607.72,0
743,France,Male,32,0.0,1,175252.78,0
835,France,Male,35,127120.07,1,28707.69,0
511,Germany,Female,41,153895.65,1,39087.42,0
594,Germany,Female,32,120074.97,1,162961.79,0
621,Spain,Female,37,83061.26,1,9170.54,0
590,Spain,Female,34,0.0,1,171021.44,0
588,France,Female,64,0.0,1,189703.65,0
832,France,Female,27,98590.25,1,30912.89,0
602,Germany,Male,32,184715.86,1,113781.99,0
539,Germany,Female,38,82407.51,1,13123.41,0
759,France,Female,22,0.0,1,22303.17,0
497,Germany,Male,24,111769.14,1,55859.27,0
466,France,Male,26,105522.06,1,10842.46,0
850,Spain,Male,38,94652.04,1,171960.76,0
498,Germany,Male,25,121702.73,1,132210.49,0
755,France,Male,36,0.0,1,176809.87,0
689,Spain,Female,31,0.0,1,136610.02,0
531,France,Male,31,0.0,1,42589.33,0
659,France,Male,35,0.0,1,58879.11,0
695,France,Male,46,0.0,1,137537.22,0
616,Germany,Female,45,122793.96,1,62002.04,0
701,Spain,Male,26,83600.24,0,59195.05,0
619,France,Female,35,132292.63,1,65682.93,0
720,France,Male,33,0.0,1,142956.48,0
707,France,Female,40,0.0,1,41052.82,0
850,France,Female,34,101266.51,1,33501.98,0
733,Germany,Male,38,111347.37,0,194872.97,0
508,France,Male,44,115451.05,0,67234.33,0
607,Spain,Female,25,121166.89,0,115288.24,0
636,France,Male,42,0.0,1,55470.78,0
500,Spain,Male,40,99004.24,1,152845.99,0
645,France,Female,45,85325.93,0,22558.74,0
658,Germany,Male,37,168735.74,0,70370.24,0
734,France,Female,40,176914.8,1,12799.23,0
821,Germany,Female,31,68927.57,1,25445.0,0
762,Spain,Female,19,0.0,1,55500.17,0
597,Spain,Male,38,0.0,1,41303.29,0
767,France,Female,34,0.0,1,94767.77,0
539,Germany,Male,42,177728.55,1,105013.63,0
768,France,Male,25,78396.08,1,8316.19,0
467,Spain,Male,39,0.0,1,7415.96,0
593,France,Male,36,70181.48,1,80608.12,0
748,Spain,Male,60,0.0,1,78194.37,0
762,Spain,Female,69,183744.98,1,196993.69,0
542,France,Female,43,145618.37,0,10350.74,0
720,France,Male,29,0.0,1,39925.52,0
494,Spain,Male,27,0.0,1,22404.64,0
571,France,Female,47,0.0,0,112366.98,0
617,Spain,Male,38,0.0,1,27239.28,0
723,France,Female,35,0.0,0,61290.99,0
787,Germany,Female,38,158373.23,1,28228.35,0
652,France,Male,30,176166.56,1,152210.81,0
466,France,Male,29,0.0,1,2797.27,0
652,Spain,Female,40,100471.34,1,124550.88,0
532,Germany,Male,24,142755.25,0,34231.48,0
512,Germany,Male,42,93955.83,1,14828.54,0
762,Spain,Male,29,115545.33,1,148256.43,0
630,Spain,Female,31,0.0,1,169802.73,0
701,Spain,Male,59,0.0,0,27597.59,0
667,Germany,Female,44,140406.68,0,57164.19,0
668,Germany,Female,32,92041.87,1,43595.9,0
687,France,Female,24,110495.27,1,158615.41,0
640,Germany,Female,75,106307.91,0,113428.77,0
790,Spain,Female,41,109508.68,0,86776.38,0
680,France,Male,37,0.0,1,61240.87,0
504,Spain,Male,44,113522.64,1,12405.2,0
483,France,Male,48,0.0,1,110059.38,0
422,France,Female,33,0.0,1,102655.31,0
540,Germany,Male,39,82531.11,1,114092.52,0
535,Spain,Female,49,115309.75,1,111421.77,0
699,Spain,Female,25,0.0,1,52404.47,0
652,France,Female,34,97435.85,1,104331.76,0
515,France,Female,37,196853.62,1,132770.11,0
553,Spain,Male,44,0.0,1,10789.3,0
687,France,Female,47,0.0,1,177624.01,0
791,Germany,Male,31,130240.33,0,96546.55,0
613,France,Male,47,146034.74,1,77146.14,0
608,France,Female,41,0.0,1,72462.25,0
789,Germany,Male,51,104677.09,1,74265.38,0
653,Germany,Male,31,154741.45,0,25183.01,0
590,France,Female,76,160979.68,0,13848.58,0
693,France,Male,40,130661.96,1,101918.96,0
542,France,Male,34,101116.06,1,196395.05,0
772,Germany,Female,42,101979.16,1,90928.48,0
850,France,Male,46,117640.39,1,88920.68,0
573,France,Female,33,90124.64,1,137476.71,0
702,France,Male,40,148556.74,0,146056.29,0
636,Germany,Female,31,80844.69,1,74641.9,0
694,France,Male,39,77652.4,1,25407.59,0
584,Germany,Male,32,40172.91,1,137439.34,0
656,France,Male,38,0.0,1,136521.82,0
620,France,Male,32,0.0,1,56139.09,0
667,Germany,Male,70,77356.92,1,20881.96,0
601,France,Female,46,98202.76,0,137763.93,0
478,Spain,Female,36,92363.3,1,44912.7,0
609,Spain,Male,32,99883.16,1,120594.85,0
533,France,Male,47,83347.25,1,137696.25,0
607,Germany,Female,37,135927.06,0,180890.4,0
724,France,Female,34,0.0,1,118863.38,0
523,France,Male,22,123374.46,1,124906.59,0
850,France,Male,40,97339.99,0,88815.25,0
558,Spain,Male,40,161766.87,0,92378.54,0
727,France,Female,29,146652.01,1,173486.39,0
502,France,Male,37,0.0,1,76642.68,0
452,France,Female,35,0.0,1,164241.67,0
710,Germany,Male,49,129164.88,1,193266.72,0
598,France,Male,38,125487.89,0,158111.71,0
844,France,Male,18,160980.03,0,145936.28,0
726,Spain,Male,30,134152.29,1,147822.44,0
562,France,Male,38,0.0,1,115700.2,0
691,France,Male,38,0.0,0,44653.5,0
588,Germany,Male,33,150186.22,1,65611.01,0
663,Germany,Female,46,141726.88,1,58257.23,0
501,France,Male,35,99760.84,1,13591.52,0
682,France,Male,69,0.0,0,149604.18,0
677,France,Female,36,0.0,1,47318.75,0
800,Spain,Female,46,0.0,1,171928.04,0
787,France,Male,33,126588.81,0,62163.53,0
561,France,Female,22,186788.96,1,73286.8,0
645,Spain,Male,36,59893.85,1,43999.64,0
543,Germany,Male,49,59532.18,1,104253.56,0
515,Spain,Male,40,121355.99,1,138360.29,0
794,Spain,Male,33,0.0,0,91340.02,0
775,Spain,Male,27,0.0,1,40807.26,0
797,France,Male,30,69413.44,1,74637.57,0
707,Germany,Male,34,162691.16,1,94912.78,0
648,Spain,Female,27,0.0,1,163060.43,0
512,France,Female,33,121685.31,1,83681.97,0
562,Spain,Female,29,120307.58,1,6795.61,0
630,France,Male,40,0.0,1,42495.81,0
558,France,Male,40,0.0,1,173844.89,0
724,France,Female,69,117866.92,1,62280.91,0
727,Germany,Female,30,119027.28,1,137903.54,0
520,Germany,Male,34,120018.86,1,343.38,0
506,France,Female,40,0.0,1,144345.58,0
644,Spain,Male,26,96659.64,1,138775.69,0
828,France,Male,37,0.0,1,94845.45,0
850,France,Male,43,161256.53,1,140071.57,0
738,France,Male,18,0.0,1,47799.15,0
608,Spain,Female,56,0.0,0,153810.41,0
641,France,Male,30,87505.47,0,7278.57,0
755,France,Male,34,0.0,1,158816.03,0
658,France,Female,24,0.0,1,84694.49,0
631,Spain,Female,46,0.0,1,129508.96,0
709,Spain,Male,62,0.0,1,82195.15,0
470,France,Male,35,96473.59,0,5962.3,0
558,France,Male,32,105000.23,1,190019.61,0
654,Germany,Male,37,145610.07,0,186300.59,0
715,France,Male,21,76467.16,1,173511.72,0
779,Germany,Male,37,120092.52,1,135925.72,0
834,France,Female,49,160602.25,1,129273.94,0
671,Spain,Male,38,92674.94,1,3647.57,0
595,Germany,Female,41,150463.11,0,81548.38,0
658,Spain,Male,21,0.0,0,154279.87,0
708,Spain,Male,19,112615.86,1,4491.77,0
808,France,Male,41,0.0,1,79888.78,0
758,Spain,Male,40,0.0,0,96097.65,0
610,France,Male,26,0.0,1,166031.08,0
668,Spain,Male,38,147904.31,1,69370.05,0
790,France,Female,41,126619.27,1,198224.38,0
630,Spain,Male,26,0.0,1,6656.64,0
763,France,Male,40,0.0,1,134281.11,0
537,Spain,Male,30,103138.17,1,96555.42,0
691,Germany,Male,30,116927.89,1,21198.39,0
704,Spain,Female,44,153656.85,1,158742.81,0
619,France,Female,28,0.0,1,53394.12,0
774,France,Female,26,0.0,1,64716.08,0
572,Germany,Male,26,118287.01,0,60427.3,0
630,France,Male,34,0.0,1,114006.35,0
686,Spain,Male,34,0.0,1,127569.8,0
685,Spain,Female,43,117302.62,0,68701.73,0
629,France,Female,49,0.0,1,196335.48,0
629,Spain,Female,30,34013.63,1,19570.63,0
735,France,Male,43,127806.91,1,73069.59,0
617,France,Male,34,61687.33,1,105965.25,0
433,Spain,Male,34,152806.74,1,19687.99,0
542,Spain,Male,34,108653.93,0,144725.14,0
637,Spain,Male,43,172196.23,1,104769.96,0
696,Spain,Female,43,0.0,1,66406.37,0
567,France,Male,39,0.0,0,168521.72,0
712,France,Female,29,87375.78,0,166194.53,0
588,Spain,Male,37,0.0,0,187816.59,0
755,France,Male,42,119919.12,1,156868.21,0
656,Spain,Female,41,101179.23,1,35230.61,0
795,France,Male,32,117265.21,1,198317.23,0
640,Germany,Female,31,118613.34,1,168469.65,0
628,France,Male,33,0.0,0,184230.23,0
796,Spain,Male,32,102773.15,0,117832.88,0
645,France,Female,55,0.0,1,18369.33,0
633,France,Female,44,0.0,1,29761.29,0
651,France,Female,33,96834.78,1,108764.69,0
551,France,Female,38,0.0,1,216.27,0
596,France,Male,39,0.0,1,48963.59,0
593,Germany,Female,38,142658.04,0,135337.11,0
769,France,Male,51,156773.78,1,40257.79,0
718,France,Female,37,0.0,1,55100.09,0
649,Spain,Female,47,110783.28,1,71420.16,0
667,France,Male,31,99513.91,1,189657.26,0
533,Germany,Male,38,70362.52,1,104189.46,0
539,France,Male,39,139153.68,1,147662.33,0
591,France,Female,39,150500.64,1,14928.8,0
686,France,Female,47,113328.93,1,124170.9,0
546,Spain,Male,42,139070.51,1,86945.0,0
663,France,Male,36,0.0,1,136349.55,0
731,France,Male,29,0.0,1,162452.65,0
592,Germany,Male,33,156570.86,1,37140.2,0
507,France,Male,42,0.0,1,34777.23,0
689,Spain,Female,63,0.0,1,186526.12,0
489,Spain,Male,58,0.0,1,191419.32,0
622,Spain,Male,42,0.0,1,119127.06,0
766,Germany,Male,37,99660.13,0,147700.78,0
705,France,Male,25,97544.29,0,59887.15,0
628,Germany,Male,29,113146.98,0,124749.08,0
614,France,Female,35,0.0,1,3342.62,0
714,Germany,Male,42,177640.09,0,47166.55,0
659,Germany,Male,34,134464.58,1,178833.34,0
613,Germany,Male,69,78778.49,0,8751.59,0
644,France,Male,33,0.0,1,155294.17,0
602,France,Female,35,0.0,1,152843.53,0
661,France,Male,35,100107.99,1,83949.68,0
645,France,Female,40,129596.77,1,103232.6,0
782,Germany,Male,42,126428.38,1,39830.1,0
704,Spain,Female,36,175509.8,1,152039.67,0
776,France,Female,38,169824.46,1,169291.7,0
609,France,Male,39,121778.71,1,138399.67,0
684,Germany,Male,29,127269.75,0,79495.01,0
621,Spain,Male,41,104631.67,1,95551.22,0
537,Spain,Female,38,141786.78,0,147797.54,0
681,France,Male,29,0.0,1,66367.33,0
574,France,Female,39,119013.86,1,103421.91,0
633,France,Male,29,0.0,1,130224.73,0
778,France,Female,34,109564.1,0,113046.81,0
547,France,Female,35,0.0,1,133287.73,0
634,Spain,Male,34,0.0,1,61995.57,0
669,France,Female,47,61196.54,1,58170.24,0
794,France,Male,46,0.0,1,195325.74,0
582,Spain,Male,26,65848.36,1,30149.21,0
702,Spain,Male,39,0.0,1,99654.13,0
850,France,Female,39,148586.64,1,176791.27,0
685,France,Female,33,0.0,0,186785.01,0
705,Spain,Female,23,0.0,1,73131.73,0
631,France,Male,51,100654.8,1,171587.9,0
643,France,Male,36,161064.64,0,84294.82,0
590,Spain,Female,23,0.0,1,196789.9,0
567,Spain,Male,34,0.0,0,161571.79,0
685,France,Male,58,104796.54,1,154181.41,0
601,Spain,Female,41,0.0,1,54342.83,0
796,Spain,Female,23,146584.19,0,125445.8,0
765,France,Male,42,123311.39,1,82868.34,0
476,France,Female,32,111871.93,0,112132.86,0
487,France,Male,24,133628.09,1,98570.01,0
654,France,Male,47,0.0,1,170481.98,0
619,Germany,Male,40,103604.31,0,140947.05,0
653,France,Female,31,102575.04,1,11043.54,0
718,France,Female,25,108691.95,1,63030.97,0
634,France,Female,41,68213.99,1,6382.46,0
554,France,Female,30,0.0,1,40320.3,0
613,Spain,Male,44,100524.69,1,47298.95,0
739,France,Female,20,133800.98,0,150245.81,0
415,France,Male,32,145807.59,1,3064.65,0
